1,0,0,0,0,0,5.13E-04,1.03E-03,1.54E-03,2.05E-03,2.57E-03,3.08E-03,3.59E-03,4.11E-03,4.62E-03,5.13E-03,0.006370343,7.61E-03,8.84E-03,1.01E-02,1.13E-02,0.012551757,1.38E-02,1.50E-02,1.63E-02,1.75E-02
1,0,0,0,0,0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.019,0.028,0.037,0.046,0.055,0.064,0.073,0.082,0.091,0.1
1,0,0,0,0,0,3.60E-03,7.20E-03,1.08E-02,1.44E-02,1.80E-02,2.16E-02,2.52E-02,2.88E-02,3.24E-02,3.60E-02,3.77E-02,0.03928768,4.09E-02,4.26E-02,4.42E-02,4.58E-02,4.75E-02,4.91E-02,5.07E-02,5.24E-02
1,0,0,0,0,0,3.44E-03,6.89E-03,1.03E-02,1.38E-02,1.72E-02,2.07E-02,2.41E-02,2.75E-02,3.10E-02,3.44E-02,4.31E-02,5.18E-02,6.05E-02,6.92E-02,7.79E-02,8.66E-02,9.53E-02,0.103975373,0.112668919,0.121362466
1,0,0,0,0,0,2.39E-03,4.78E-03,7.17E-03,9.55E-03,1.19E-02,1.43E-02,1.67E-02,1.91E-02,2.15E-02,2.39E-02,2.61E-02,0.028341579,3.06E-02,3.28E-02,3.50E-02,3.73E-02,3.95E-02,4.17E-02,4.39E-02,4.62E-02
1,0,0,0,0,0,2.17E-03,4.35E-03,6.52E-03,8.70E-03,1.09E-02,0.013044852,1.52E-02,1.74E-02,1.96E-02,2.17E-02,2.41E-02,2.64E-02,2.87E-02,3.10E-02,3.33E-02,3.56E-02,0.03796663,4.03E-02,4.26E-02,4.49E-02
1,0,0,0,0,0,0.012897287,0.025794574,0.038691862,5.16E-02,6.45E-02,7.74E-02,9.03E-02,0.103178297,0.116075585,0.128972872,0.137139231,0.145305589,0.153471948,0.161638307,0.169804665,0.177971024,0.186137383,0.194303742,0.2024701,0.210636459
1,0,0,0,0,0,2.20E-04,4.40E-04,6.60E-04,8.80E-04,1.10E-03,1.32E-03,1.54E-03,1.76E-03,1.98E-03,2.20E-03,4.18E-03,6.16E-03,8.14E-03,1.01E-02,1.21E-02,1.41E-02,1.61E-02,0.018032687,0.020011885,0.021991082
1,0,0,0,0,0,3.72E-04,7.45E-04,1.12E-03,1.49E-03,1.86E-03,2.23E-03,2.61E-03,2.98E-03,3.35E-03,3.72E-03,4.93E-03,6.14E-03,7.35E-03,8.56E-03,9.77E-03,1.10E-02,1.22E-02,1.34E-02,1.46E-02,1.58E-02
1,0,0,0,0,0,0.013040387,2.61E-02,3.91E-02,5.22E-02,6.52E-02,7.82E-02,9.13E-02,0.104323098,0.117363485,0.130403872,0.151136586,0.171869299,0.192602013,0.213334726,0.234067439,0.254800153,0.275532866,0.29626558,0.316998293,0.337731006
1,0,0,0,0,0,4.41E-04,8.81E-04,1.32E-03,1.76E-03,2.20E-03,2.64E-03,3.08E-03,3.52E-03,3.96E-03,4.41E-03,5.79E-03,7.18E-03,8.56E-03,9.95E-03,1.13E-02,1.27E-02,1.41E-02,1.55E-02,1.69E-02,0.018267808
1,0,0,0,0,0,2.22E-04,4.44E-04,6.65E-04,8.87E-04,1.11E-03,1.33E-03,1.55E-03,1.77E-03,2.00E-03,2.22E-03,3.47E-03,4.72E-03,5.97E-03,7.22E-03,8.47E-03,9.72E-03,1.10E-02,1.22E-02,1.35E-02,1.47E-02
1,0,0,0,0,0,3.38E-04,6.77E-04,1.02E-03,1.35E-03,1.69E-03,2.03E-03,2.37E-03,2.71E-03,3.05E-03,3.38E-03,5.37E-03,7.36E-03,9.34E-03,1.13E-02,1.33E-02,1.53E-02,1.73E-02,1.93E-02,2.13E-02,0.023254325
1,0,0,0,0,0,1.15E-03,2.29E-03,3.44E-03,4.58E-03,5.73E-03,6.88E-03,8.02E-03,9.17E-03,1.03E-02,1.15E-02,1.42E-02,1.69E-02,0.019548899,2.22E-02,2.49E-02,2.76E-02,3.03E-02,3.30E-02,3.57E-02,3.84E-02
1,0,0,0,0,0,3.86E-02,7.72E-02,0.115729693,0.154306257,0.192882822,0.231459386,0.270035951,0.308612515,0.347189079,0.385765644,0.417171334,0.448577025,0.479982716,0.511388406,0.542794097,0.574199787,0.605605478,0.637011169,0.668416859,0.69982255
1,0,0,0,0,0,3.55E-05,7.09E-05,1.06E-04,1.42E-04,1.77E-04,2.13E-04,2.48E-04,2.84E-04,3.19E-04,3.55E-04,8.85E-04,1.41E-03,1.95E-03,2.48E-03,3.01E-03,3.54E-03,4.07E-03,4.60E-03,5.13E-03,5.66E-03
