1,56057220,58016080,59960704,61911343,63916296,65957486,68028551.06,70164647.56,72367817.5,74640166.97,76983868.21,79401161.67,81894358.15,84465840.99,87118068.4,89853575.75,92674978.03,95584972.34,98586340.47,101681951.6,104874764.8,108167832.5,111564302.4,115067421.5,118680538.5
1,0.012376,0.013389,1.44E-02,1.54E-02,1.56E-02,1.72E-02,1.68E-02,1.75E-02,1.81E-02,1.88E-02,1.95E-02,2.02E-02,2.08E-02,2.15E-02,2.22E-02,2.29E-02,2.35E-02,2.42E-02,2.49E-02,2.56E-02,2.63E-02,0.026929,2.76E-02,2.83E-02,2.90E-02
1,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245
1,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575
1,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
1,0,0,0,0,0,1.29E-03,2.58E-03,3.88E-03,5.17E-03,6.46E-03,7.75E-03,9.04E-03,1.03E-02,1.16E-02,1.29E-02,0.01789332,2.29E-02,2.78E-02,3.28E-02,3.78E-02,4.28E-02,0.047752742,5.27E-02,5.77E-02,6.27E-02
1,0,0,0,0,0,1.55E-03,3.10E-03,4.65E-03,6.21E-03,7.76E-03,9.31E-03,1.09E-02,1.24E-02,1.40E-02,1.55E-02,1.72E-02,1.89E-02,2.06E-02,2.23E-02,0.023987322,2.57E-02,2.74E-02,2.91E-02,3.08E-02,3.25E-02
1,0,0,0,0,0,9.60E-03,1.92E-02,2.88E-02,3.84E-02,4.80E-02,5.76E-02,6.72E-02,7.68E-02,8.64E-02,9.60E-02,0.106734809,0.117473102,0.128211394,0.138949686,0.149687979,0.160426271,0.171164564,0.181902856,0.192641148,0.203379441
1,0,0,0,0,0,8.81E-04,1.76E-03,2.64E-03,3.52E-03,4.40E-03,5.28E-03,6.17E-03,7.05E-03,7.93E-03,8.81E-03,1.00E-02,1.13E-02,1.25E-02,1.37E-02,1.50E-02,1.62E-02,0.017424325,1.87E-02,1.99E-02,2.11E-02
1,0,0,0,0,0,1.26E-04,2.53E-04,3.79E-04,5.05E-04,6.32E-04,7.58E-04,8.84E-04,1.01E-03,1.14E-03,1.26E-03,2.26E-03,3.26E-03,4.26E-03,5.26E-03,6.27E-03,7.27E-03,8.27E-03,9.27E-03,1.03E-02,1.13E-02
