7.3292e+05,7.94e+05,3.9941e+05,3.335e+05,0,3.9941e+05,1.1773e+05,5.0531e+05,0,32791,0,3.9942e+05,0,0,1127.9,281.98,3326.4,2819.8,85939,31786,1.3674e+05,0,0,0,17280,5.8373e+05,0,17280,4.764e+05,1.588e+05,1.588e+05,29187,85256,51261,1.8799e+05,3.2232e+05,1.3934e+05,7636.1,0.607,0,0,3.9758e+05,2819.8,3.697e+05
7.5491e+05,9.0332e+05,4.0765e+05,3.4726e+05,0,4.0755e+05,1.2239e+05,5.2287e+05,0,33961,0,4.0746e+05,0,0,1143.3,285.84,3372.7,2858.6,89306,33031,1.4143e+05,0,0,0,17711,5.9831e+05,0,17707,5.412e+05,1.804e+05,1.804e+05,29908,86634,57437,2.1008e+05,3.3222e+05,1.4162e+05,7778.1,0.607,0,0,4.3046e+05,2859,3.8239e+05
7.7755e+05,1.0186e+06,4.16e+05,3.6156e+05,0,4.159e+05,1.2697e+05,5.4054e+05,0,35132,0,4.1582e+05,0,0,1159.3,289.81,3419.6,2898.3,92656,34270,1.4621e+05,0,0,0,18158,6.1341e+05,0,18154,6.1035e+05,2.0345e+05,2.0345e+05,30663,88563,64030,2.3388e+05,3.4134e+05,1.4475e+05,7938.3,0.607,0,0,4.6313e+05,2898.8,3.9531e+05
8.0088e+05,1.14e+06,4.2448e+05,3.764e+05,0,4.2438e+05,1.3172e+05,5.5877e+05,0,36342,0,4.243e+05,0,0,1175.4,293.84,3467.1,2938.6,96121,35552,1.5114e+05,0,0,0,18615,6.2885e+05,0,18611,6.8315e+05,2.2772e+05,2.2772e+05,31435,90524,70972,2.589e+05,3.507e+05,1.4794e+05,8100.8,0.607,0,0,4.9711e+05,2939.1,4.0863e+05
8.2491e+05,1.2677e+06,4.3311e+05,3.918e+05,0,4.3301e+05,1.3664e+05,5.7761e+05,0,37592,0,4.3293e+05,0,0,1191.7,297.93,3515.4,2979.5,99708,36878,1.5622e+05,0,0,0,19084,6.4467e+05,0,19079,7.5976e+05,2.5325e+05,2.5325e+05,32226,92527,78278,2.8522e+05,3.603e+05,1.5119e+05,8265.9,0.607,0,0,5.3218e+05,2980,4.2238e+05
1.0893e+06,1.0742e+06,6.8154e+05,4.0776e+05,0,6.7875e+05,1.5104e+05,6.7626e+05,0,43542,0,6.7627e+05,0,0,1135.4,283.85,3374.7,2837.8,1.1015e+05,40741,1.8262e+05,0,0,0,52676,8.8791e+05,0,52198,6.458e+05,2.1527e+05,2.1527e+05,44276,1.3747e+05,67765,2.5981e+05,4.6434e+05,2.2615e+05,13298,0.607,0,0,5.5735e+05,2836.2,4.9375e+05
1.2242e+06,1.0987e+06,7.9986e+05,4.2431e+05,0,7.9857e+05,1.6099e+05,7.3617e+05,0,47219,0,7.9739e+05,0,0,1084,271,3213.4,2709.3,1.1746e+05,43443,1.9892e+05,0,0,0,90164,9.9569e+05,0,89773,6.5908e+05,2.1969e+05,2.1969e+05,49735,1.5458e+05,69413,2.6933e+05,5.2074e+05,2.5453e+05,15104,0.607,0,0,5.8321e+05,2708,5.3781e+05
1.3706e+06,1.1191e+06,9.2912e+05,4.4144e+05,0,9.2772e+05,1.704e+05,7.9063e+05,0,50580,0,9.2643e+05,0,0,1030.9,257.74,3046.5,2576.7,1.2432e+05,45983,2.136e+05,0,0,0,1.3609e+05,1.0993e+06,0,1.3561e+05,6.7133e+05,2.2378e+05,2.2378e+05,54912,1.7192e+05,70999,2.786e+05,5.7086e+05,2.8349e+05,17075,0.607,0,0,6.2007e+05,2575.3,5.7751e+05
1.5291e+06,1.1348e+06,1.0699e+06,4.5918e+05,0,1.0685e+06,1.782e+05,8.3047e+05,0,53088,0,1.067e+06,0,0,976.03,244.01,2873.9,2439.4,1.3002e+05,48090,2.2435e+05,0,0,0,1.91e+05,1.2002e+06,0,1.9042e+05,6.8081e+05,2.2694e+05,2.2694e+05,59960,1.9418e+05,72357,2.8681e+05,6.0322e+05,3.2161e+05,20225,0.607,0,0,6.5867e+05,2438,6.0659e+05
1.6783e+06,1.1305e+06,1.2007e+06,4.7754e+05,0,1.1994e+06,1.8541e+05,8.6437e+05,0,55251,0,1.1981e+06,0,0,919.21,229.8,2695.4,2297.3,1.353e+05,50041,2.3354e+05,0,0,0,2.5249e+05,1.2832e+06,0,2.5185e+05,6.7835e+05,2.2612e+05,2.2612e+05,64122,2.1315e+05,72677,2.9021e+05,6.2791e+05,3.5424e+05,23011,0.607,0,0,6.9295e+05,2295.9,6.3141e+05
1.8607e+06,1.1356e+06,1.3642e+06,4.9652e+05,0,1.3625e+06,1.9278e+05,8.9873e+05,0,57448,0,1.3609e+06,0,0,860.56,215.14,2510.9,2150.6,1.4067e+05,52030,2.4279e+05,0,0,0,3.2784e+05,1.3837e+06,0,3.2706e+05,6.8132e+05,2.2711e+05,2.2711e+05,69137,2.3759e+05,73494,2.9619e+05,6.5288e+05,3.9644e+05,26704,0.607,0,0,7.2881e+05,2149.1,6.5644e+05
2.0571e+06,1.1347e+06,1.5409e+06,5.1614e+05,0,1.5392e+06,2.004e+05,9.3425e+05,0,59718,0,1.5374e+06,0,0,799.88,199.97,2320.3,1998.9,1.4623e+05,54086,2.5237e+05,0,0,0,4.1588e+05,1.486e+06,0,4.1497e+05,6.8081e+05,2.2694e+05,2.2694e+05,74250,2.6237e+05,74021,3.0114e+05,6.7868e+05,4.3924e+05,30454,0.607,0,0,7.709e+05,1997.4,6.8232e+05
2.2682e+06,1.1273e+06,1.7318e+06,5.364e+05,0,1.7299e+06,2.0826e+05,9.7093e+05,0,62063,0,1.728e+06,0,0,737.19,184.3,2123.4,1842.2,1.5198e+05,56210,2.6225e+05,0,0,0,5.1781e+05,1.5889e+06,0,5.1676e+05,6.7643e+05,2.2548e+05,2.2548e+05,79393,2.8707e+05,74222,3.0483e+05,7.0532e+05,4.8189e+05,34193,0.607,0,0,8.1337e+05,1840.6,7.0904e+05
2.4947e+06,1.113e+06,1.9374e+06,5.5731e+05,0,1.9353e+06,2.1638e+05,1.0088e+06,0,64482,0,1.9333e+06,0,0,672.48,168.12,1920,1680.4,1.579e+05,58401,2.7245e+05,0,0,0,6.3497e+05,1.6916e+06,0,6.3377e+05,6.6787e+05,2.2262e+05,2.2262e+05,84529,3.1142e+05,74071,3.0713e+05,7.3282e+05,5.2394e+05,37878,0.607,0,0,8.5778e+05,1678.7,7.3662e+05
2.7374e+06,1.0911e+06,2.1585e+06,5.7887e+05,0,2.1564e+06,2.2476e+05,1.0478e+06,0,66978,0,2.1542e+06,0,0,605.6,151.4,1710.1,1513.1,1.6401e+05,60662,2.8297e+05,0,0,0,7.6891e+05,1.7937e+06,0,7.6754e+05,6.548e+05,2.1827e+05,2.1827e+05,89635,3.3527e+05,73536,3.079e+05,7.6117e+05,5.6514e+05,41484,0.607,0,0,9.042e+05,1511.5,7.6506e+05
2.997e+06,1.0612e+06,2.3959e+06,6.011e+05,0,2.3938e+06,2.3339e+05,1.0881e+06,0,69550,0,2.3914e+06,0,0,591.56,147.89,1666.5,1478.7,1.7031e+05,62991,2.9382e+05,0,0,0,9.0103e+05,1.9143e+06,0,8.9976e+05,6.3691e+05,2.123e+05,2.123e+05,95654,3.6481e+05,72589,3.0795e+05,7.904e+05,6.1622e+05,46003,0.607,0,0,9.5266e+05,1478.4,7.9441e+05
3.2743e+06,1.0227e+06,2.6503e+06,6.2399e+05,0,2.648e+06,2.4228e+05,1.1295e+06,0,72198,0,2.6454e+06,0,0,577.78,144.45,1621.3,1444.3,1.768e+05,65391,3.0501e+05,0,0,0,1.0492e+06,2.0363e+06,0,1.0477e+06,6.1383e+05,2.0461e+05,2.0461e+05,1.0175e+05,3.9457e+05,71198,3.0638e+05,8.205e+05,6.6769e+05,50558,0.607,0,0,1.0033e+06,1443.9,8.2465e+05
3.5487e+06,9.9627e+05,2.9012e+06,6.4754e+05,0,2.8989e+06,2.5142e+05,1.1721e+06,0,74924,0,2.8963e+06,0,0,563.46,140.86,1574.3,1408.5,1.8347e+05,67860,3.1651e+05,0,0,0,1.2073e+06,2.1458e+06,0,1.2056e+06,5.9791e+05,1.993e+05,1.993e+05,1.0724e+05,4.1943e+05,69753,3.0654e+05,8.5148e+05,7.1164e+05,54989,0.607,0,0,1.0561e+06,1408.1,8.5576e+05
3.8307e+06,9.7163e+05,3.1589e+06,6.7175e+05,0,3.1565e+06,2.6082e+05,1.216e+06,0,77725,0,3.154e+06,0,0,548.59,137.15,1525.5,1371.3,1.9033e+05,70396,3.2834e+05,0,0,0,1.3787e+06,2.2491e+06,0,1.377e+06,5.8311e+05,1.9437e+05,1.9437e+05,1.124e+05,4.4161e+05,68029,3.0677e+05,8.8332e+05,7.5141e+05,59327,0.607,0,0,1.1094e+06,1370.9,8.8773e+05
4.1289e+06,9.4023e+05,3.4323e+06,6.9662e+05,0,3.4298e+06,2.7049e+05,1.261e+06,0,80605,0,3.4271e+06,0,0,533.1,133.28,1474.9,1332.6,1.9739e+05,73007,3.405e+05,0,0,0,1.5676e+06,2.3509e+06,0,1.5656e+06,5.6431e+05,1.881e+05,1.881e+05,1.1749e+05,4.6297e+05,65836,3.0561e+05,9.1602e+05,7.8983e+05,63584,0.607,0,0,1.1651e+06,1332.3,9.206e+05
4.4439e+06,9.0164e+05,3.7217e+06,7.2214e+05,0,3.7191e+06,2.804e+05,1.3072e+06,0,83558,0,3.7162e+06,0,0,517.09,129.27,1422.5,1292.5,2.0462e+05,75680,3.5296e+05,0,0,0,1.7749e+06,2.4506e+06,0,1.7728e+06,5.4119e+05,1.804e+05,1.804e+05,1.2248e+05,4.8329e+05,63139,3.0291e+05,9.4959e+05,8.2652e+05,67727,0.607,0,0,1.2231e+06,1292.2,9.543e+05
4.7762e+06,8.5537e+05,4.0279e+06,7.4831e+05,0,4.0252e+06,2.9056e+05,1.3546e+06,0,86588,0,4.0222e+06,0,0,500.44,125.11,1368.1,1250.9,2.1204e+05,78425,3.6575e+05,0,0,0,2.0022e+06,2.5477e+06,0,1.9998e+06,5.1347e+05,1.7116e+05,1.7116e+05,1.2734e+05,5.0244e+05,59905,2.9854e+05,9.8401e+05,8.6122e+05,71713,0.607,0,0,1.2825e+06,1250.5,9.8888e+05
5.1266e+06,8.0095e+05,4.3515e+06,7.7513e+05,0,4.3488e+06,3.0098e+05,1.4032e+06,0,89692,0,4.3456e+06,0,0,483.18,120.79,1311.8,1207.7,2.1964e+05,81237,3.7885e+05,0,0,0,2.2506e+06,2.6414e+06,0,2.2481e+06,4.8084e+05,1.6028e+05,1.6028e+05,1.3203e+05,5.2019e+05,56098,2.9237e+05,1.0193e+06,8.9353e+05,75501,0.607,0,0,1.3456e+06,1207.4,1.0243e+06
5.4955e+06,7.3788e+05,4.6929e+06,8.0258e+05,0,4.6902e+06,3.1164e+05,1.4529e+06,0,92869,0,4.6867e+06,0,0,465.3,116.33,1253.5,1163,2.2742e+05,84114,3.9226e+05,0,0,0,2.5215e+06,2.731e+06,0,2.5187e+06,4.4302e+05,1.4767e+05,1.4767e+05,1.3651e+05,5.3626e+05,51686,2.8427e+05,1.0554e+06,9.2294e+05,79039,0.607,0,0,1.4105e+06,1162.6,1.0606e+06
5.8834e+06,6.6567e+05,5.0528e+06,8.3066e+05,0,5.05e+06,3.2254e+05,1.5037e+06,0,96118,0,5.0465e+06,0,0,446.77,111.69,1193.1,1116.7,2.3538e+05,87057,4.0598e+05,0,0,0,2.8163e+06,2.8156e+06,0,2.8133e+06,3.9972e+05,1.3324e+05,1.3324e+05,1.4074e+05,5.5043e+05,46635,2.7408e+05,1.0923e+06,9.4907e+05,82278,0.607,0,0,1.4768e+06,1116.3,1.0977e+06
