WasteGenerated	CollectedPlastic	FormalCollection	InformalCollectSorting	MixedCollection	FormalSorting	ExportedWaste	ImportedWaste	CLMechanicalRecyling	OLMechanicalRecyling	ChemicalConversion	UnsortedWaste	UnsortedManagedWaste	EngineeredLandfills	ThermalEnergyRecovery	FuelsFractionChemConversion	UncollectedWaste	MismanagedWaste	OpenBurning	TerrestrialDumping	DirectToWater	UnsanitaryDumpsites	OceanLeakage	RecycledPlasticPolymers	RecycledMonomers	VirginPlasticInput	ExternalSource
0	0	1329.6394755723	134.403660175974	1329.63947557415	0	0	0	0	127.682756658822	0	1370.8339612564	39.4132171180254	1962.76751131667	0	0	3753.41563111193	1331.42074984158	433857.522513672	205028.187006019	70.3244398519645	60886.3537896445	32954.9811468698	13524.5976451969	0	0	0
0	0	1358.24548550745	142.791302231043	1357.95789715087	0	0	0	0	135.571173119596	0	1401.38598510672	40.2825546047211	5946.36724156073	0	0	4162.70823710747	1360.78790261512	739612.589768312	350250.63905443	72.1826639926843	103057.663303243	56124.5864535911	23128.57037718	0	0	0
0	0	1387.64215309662	148.705749786284	1387.34673737168	0	0	0	0	141.213576587949	0	1432.5969855461	41.1799890146799	10020.1063550337	0	0	4599.07699152693	1391.10419959395	1072176.77003823	511076.483578673	74.1347596693537	146033.746873608	80910.9236189216	33233.615721716	0	0	0
0	0	1417.63046526838	154.811874821614	1417.33325466757	0	0	0	0	147.012240895652	0	1464.44962086351	42.0956484547908	14184.6137986815	0	0	5060.30942090755	1422.03615763993	1433110.90427717	688409.889926137	76.1420502642954	189865.761373368	107400.328060423	43754.245086446	0	0	0
0	0	1448.12296046445	161.146282165699	1447.81658560422	0	0	0	0	153.027732606732	0	1496.86672674857	43.0274845836211	18441.4552917708	0	0	5545.12331161029	1453.51458158237	1823818.43980217	883099.380000298	78.2002350446175	234563.894366751	135672.370739613	54706.1404315005	0	0	0
0	0	2269.17050588155	167.714657119202	4474.38741732338	0	0	0	0	159.265442381295	0	2280.06397372664	65.3160743422261	23785.1458117296	0	0	4961.01745140446	2206.4470509225	2232412.01982661	1076165.02000706	114.885933522203	291928.522059117	166626.917235273	66151.4497508867	0	0	0
0	0	2561.45520857257	174.520978799643	5111.44595503284	0	0	0	0	165.729169110666	0	2604.00514467583	74.7859968423963	30848.1764745372	0	0	4883.81795451302	2526.35119065211	2653358.3350327	1256779.25510079	131.062806263996	369461.12150136	201024.620219189	78185.5447154064	0	0	0
0	0	2847.85371401681	181.570062027913	5684.25991049869	0	0	0	0	172.423474491197	0	2891.26455908604	83.0448751686721	38740.6333040769	0	0	4789.83384698117	2805.34495919153	3084907.29658877	1434363.68071487	144.918429943489	456585.930138149	237331.620916034	90825.2559132427	0	0	0
0	0	3132.58464827102	188.868256817082	6253.78849672569	0	0	0	0	179.354364488476	0	3176.88635403773	91.2574942511734	47457.5085672879	0	0	4672.92784337743	3082.77604085744	3525568.24624647	1608074.3409362	158.674331938646	553234.378019602	275455.993166124	104097.431744638	0	0	0
0	0	3353.32181823336	196.420529386335	6697.8124881313	0	0	0	0	186.526576628411	0	3400.34709315312	97.7007507393708	56911.0691736436	0	0	4496.5220326653	3300.43615622554	3971186.5366715	1776412.18223778	169.412786578876	658355.410624934	315032.811958237	118029.804030292	0	0	0
0	0	3620.49159437887	204.231329531493	7230.26270025523	0	0	0	0	193.944365589081	0	3666.87715284163	105.350286652797	67062.3989436171	0	0	4336.66519633067	3558.84568446311	4419654.29054247	1938555.47507389	182.150351655095	771477.43640514	355879.398767394	132650.98446257	0	0	0
0	0	3875.65942306925	212.302925884729	7741.08674760946	0	0	0	0	201.609889041066	0	3923.15357753454	112.722137500021	77968.666064371	0	0	4156.67359703073	3807.87471331249	4872002.38265376	2094470.97882058	194.428056560611	893269.666525511	398146.05201987	147990.314083906	0	0	0
