0,0,0,0,0,370.32,786.22,1254,1770.5,2332.9,2961.1,3637.8,4363.1,5170,6046.3,8815.6,11854,15114,18659,22567,26721,31209,36065,41261,46840
0,0,0,0,0,392,835.01,1332.8,1889.2,2498.5,3182.7,3923.8,4736.2,5624.6,6594,13213,20527,28582,37306,46967,57343,68696,81070,94322,1.0864e+05
0,0,0,0,0,43.327,92.296,147.32,208.82,276.17,351.79,433.69,523.46,621.62,728.72,1460.1,2268.1,3157.9,4113.2,5188.1,6342.4,7605.2,8947.9,10409,11987
0,0,0,0,0,444.96,944.68,1502.8,2126.7,2802.3,3557.2,4386.3,5252.7,6239.7,7264.9,8474,9783.5,11199,12686,14321,16045,17907,19914,22025,24279
0,0,0,0,0,1411.2,3006,4798,6801.2,8994.7,11458,14126,17050,20249,23739,26218,28802,31595,34549,37745,41036,44700,48543,52551,56928
0,0,0,0,0,73.263,156.27,249.99,353.58,466.98,594.32,735.02,886.31,1051.7,1232.2,1722.1,2260.8,2851.5,3486,4189,4948,5763,6649.1,7594.1,8612.6
0,0,0,0,0,2755.9,5850.9,9307.8,13150,17334,22008,27042,32533,38508,44995,52586,60810,69703,79043,89365,1.0016e+05,1.1186e+05,1.2448e+05,1.3776e+05,1.5193e+05
0,0,0,0,0,1348.5,2876.6,4575.8,6517.8,8594.9,10980,13509,16281,19374,22684,29973,37975,46736,56121,66523,77592,89681,1.028e+05,1.1678e+05,1.3185e+05
0,0,0,0,0,2568.2,5474.8,8727.4,12387,16369,20841,25712,31028,36846,43195,52794,63283,74720,86880,1.0036e+05,1.1461e+05,1.3015e+05,1.4701e+05,1.6488e+05,1.841e+05
0,0,0,0,0,252.91,536.33,853.22,1205.5,1588.9,2017.4,2482.9,2986.4,3534.3,4129.3,4926.8,5849.4,6795.7,7793.4,8955.1,10114,11388,12797,14230,15763
0,0,0,0,0,936.87,1995.7,3185.3,4510.5,5946.5,7585.5,9361,11308,13437,15760,18151,20777,23638,26601,29888,33420,37171,41227,45503,50193
0,0,0,0,0,86.852,184.8,294.63,417.65,552.34,703.59,867.38,1046.9,1243.2,1460.8,2022.5,2643.7,3320.9,4052.1,4845.1,5712.7,6660.5,7691.2,8790.4,9957.8
0,0,0,0,0,36.171,77.098,122.49,172.94,228.23,289.62,355.73,427.84,508.09,590.56,1113.4,1687.5,2316,2992.2,3743.2,4538.8,5404.8,6343.8,7365.4,8441.6
0,0,0,0,0,850.63,1816.1,2896.6,4109.1,5446.8,6919.7,8520.2,10301,12249,14309,16760,19354,22171,25141,28436,31897,35728,39843,44155,48780
0,0,0,0,0,43.721,93.135,148.43,210.49,278.68,354.46,436.51,526.43,627.9,735.34,1212.1,1737.9,2316.1,2940.3,3631.6,4372.2,5196.1,6053.7,7021.9,8013
0,0,0,0,0,147.27,313.88,497.71,702.04,928.09,1176.8,1444.7,1741,2059.1,2404.4,3138.5,3939.3,4805.9,5745.5,6746.2,7836.3,9019,10265,11656,13073
0,0,0,0,0,5055.7,10769,17189,24371,32231,41057,50617,61084,72542,85045,95371,1.0652e+05,1.1856e+05,1.3109e+05,1.45e+05,1.5946e+05,1.7516e+05,1.921e+05,2.0986e+05,2.2884e+05
0,0,0,0,0,66.567,142.01,227.67,320.36,424.3,541.02,667.43,806.01,957.55,1119.6,1875.8,2710,3623.5,4601.9,5702.6,6882.2,8172.1,9576.7,11079,12676
