WasteGenerated	CollectedPlastic	FormalCollection	InformalCollectSorting	MixedCollection	FormalSorting	ExportedWaste	ImportedWaste	CLMechanicalRecyling	OLMechanicalRecyling	ChemicalConversion	UnsortedWaste	UnsortedManagedWaste	EngineeredLandfills	ThermalEnergyRecovery	FuelsFractionChemConversion	UncollectedWaste	MismanagedWaste	OpenBurning	TerrestrialDumping	DirectToWater	UnsanitaryDumpsites	OceanLeakage	RecycledPlasticPolymers	RecycledMonomers	VirginPlasticInput	ExternalSource
0	0	1329.6394755723	134.403660175974	1329.63947557415	0	0	0	0	127.682756658822	0	1370.8339612564	39.4132171180254	1962.76751131667	0	0	3753.41563111193	1331.42074984158	433857.522513672	205028.187006019	70.3244398519645	60886.3537896445	32954.9811468698	13524.5976451969	0	0	0
0	0	1358.24548550745	142.791302231043	1357.95789715087	0	0	0	0	135.571173119596	0	1401.38598510672	40.2825546047211	5946.36724156073	0	0	4162.70823710747	1360.78790261512	739612.589768312	350250.63905443	72.1826639926843	103057.663303243	56124.5864535911	23128.57037718	0	0	0
0	0	1387.64215309662	148.705749786284	1387.34673737168	0	0	0	0	141.213576587949	0	1432.5969855461	41.1799890146799	10020.1063550337	0	0	4599.07699152693	1391.10419959395	1072176.77003823	511076.483578673	74.1347596693537	146033.746873608	80910.9236189216	33233.615721716	0	0	0
0	0	1417.63046526838	154.811874821614	1417.33325466757	0	0	0	0	147.012240895652	0	1464.44962086351	42.0956484547908	14184.6137986815	0	0	5060.30942090755	1422.03615763993	1433110.90427717	688409.889926137	76.1420502642954	189865.761373368	107400.328060423	43754.245086446	0	0	0
0	0	1448.12296046445	161.146282165699	1447.81658560422	0	0	0	0	153.027732606732	0	1496.86672674857	43.0274845836216	18441.4552917708	0	0	5545.12331161029	1453.51458158239	1823818.43980217	883099.380000298	78.200235044588	234563.894366751	135672.370739613	54706.1404315005	0	0	0
0	0	2364.49382131531	167.714675399129	2355.21644817752	0	0	0	0	159.265457499645	0	2397.32634788551	132.990726215465	26608.532186734	0	0	5167.91948853668	2255.05302221402	2240731.3770944	1079919.9965622	117.522366859345	293273.946222457	167261.501583624	66105.3043225479	0	0	0
0	0	2786.1873832087	174.520936612048	2782.01403193099	0	0	0	0	165.729130569687	0	2831.30881789026	234.039108579987	44899.406136361	0	0	5312.237619956	2593.08965379792	2683539.95983049	1272196.92924329	134.809237485218	372532.8068186	203089.536989847	77968.1308491834	0	0	0
0	0	3240.76085953041	181.570092095637	3236.20677115691	0	0	0	0	172.423498825965	0	3287.26957940984	360.795785311251	74512.1023002274	0	0	5450.18517220808	2921.90111724638	3153011.14630203	1469763.70161959	151.381915862005	462901.687764404	241910.346185251	90311.2695494142	0	0	0
0	0	3737.16458504057	188.868272818263	3732.17333370821	0	0	0	0	179.354372956676	0	3785.05606926768	517.993512628711	118312.196721747	0	0	5574.39292140663	3262.0746193639	3649003.02804779	1672144.80025805	168.509738052684	564772.374827256	283768.807541466	103151.777245994	0	0	0
0	0	3527.88348556207	196.420705928239	3530.07330354591	0	0	0	0	186.526744909288	0	3592.40131279378	589.725795204843	173937.015120683	0	0	4730.59457968851	3004.8200500538	4126228.84153433	1861497.37752575	155.11989969334	668202.812079751	324876.814010632	116507.105308467	0	0	0
0	0	4005.75225303599	204.231430324988	4000.86620422891	0	0	0	0	193.944457596178	0	4058.56971271875	775.405946334421	241867.425567078	0	0	4797.46005928093	3278.29223386103	4578339.31369309	2036231.07885525	168.566231309139	770880.619775013	364519.316989123	130395.034925371	0	0	0
0	0	4530.45948291037	212.30298417778	4525.17310015258	0	0	0	0	201.6099444603	0	4584.94531999298	1000.24741777675	330502.959404243	0	0	4858.43611209789	3579.42238746104	5051086.91289304	2213486.14276344	183.681492872538	883743.236628185	406702.642228658	144833.571332067	0	0	0
