Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Var14	Var15	Var16	Var17	Var18	Var19	Var20	Var21	Var22	Var23	Var24	Var25	Var26	Var27	Var28	Var29	Var30	Var31	Var32	Var33	Var34	Var35	Var36	Var37	Var38	Var39	Var40	Var41	Var42	Var43	Var44
333583.137655839	678446.958585322	264729.604182325	68853.5334735136	0	264729.604182325	43658.354880771	371096.016486554	0	21829.1774403855	0	264730.056145927	0	0	0	0	0	0	31870.6048297385	11787.7579507252	100195.942581164	0	0	0	11458.6145893232	387084.291621682	0	11458.6158569518	407068.175151194	270700.336475544	678.446958585322	19354.2167221767	0.0330284486393607	21656.0269180434	20032.6600766379	367730.028455279	0.0535596464422066	0.00267798232211033	0.451963599836642	0	0	263351.103193119	0	270900.141052777
342170.367130591	758077.033158026	270476.661203185	71693.7059274032	0	270407.356001015	44701.3151104784	379961.178439067	0	22350.6575552392	0	270350.92819605	0	0	0	0	0	0	32623.6970831719	12066.2989211732	102563.540829972	0	0	0	11708.6433702846	395530.532029633	0	11705.9915934745	454270.052468914	302089.584891829	757.116754114856	19772.0476082313	85.2623149550611	24167.1667913462	20523.8943670263	375438.465867327	138.26321344064	6.91316067203198	0.451963599836642	0	0	285464.262874769	0	277301.425206962
350961.939202035	842080.858600316	276317.158214368	74644.7809876651	0	276252.495517807	45863.384906257	389838.771703184	0	22931.6924531285	0	276194.457892716	0	0	0	0	0	0	33471.7885399679	12379.9765832758	105229.800957844	0	0	0	11978.982904265	404662.891460384	0	11976.2812964409	504690.489307517	335619.1753895	841.150815512532	20228.5814125136	87.2085859240651	26849.5340311599	21064.3184971419	384107.347956882	141.419328525511	7.07096642627555	0.451963599836642	0	0	307462.833819815	0	284510.202589727
359966.118035315	930608.928842128	282257.028094992	77709.0899403207	0	282187.641212871	47052.2562355424	399944.178002111	0	23526.1281177712	0	282129.084086666	0	0	0	0	0	0	34339.4630326098	12700.8972860338	107957.626931287	0	0	0	12254.3056810353	413963.590177726	0	12251.5479337193	557744.870301579	370900.338750551	929.574783835965	20693.5215257682	88.7947900276718	29672.0271000439	21617.5606922834	392936.923070601	143.991551396225	7.19957756981122	0.451963599836642	0	0	330376.97003143	0	291885.435777184
369193.810284097	1023798.91284064	288305.84533529	80887.9649488073	0	288238.967396765	48272.3317716651	410314.820059153	0	24136.1658858325	0	288179.042536066	0	0	0	0	0	0	35229.8844074167	13030.2312191815	110756.965363043	0	0	0	12535.6847293878	423468.876245223	0	12532.8677922725	613661.090942295	408084.625476627	1022.76848490382	21168.6858543974	90.6960300991777	32646.7700381304	22185.7747572779	401959.906827878	147.074643404072	7.3537321702036	0.451963599836642	0	0	354065.760227989	0	299454.017463042
378652.661136279	1121802.62645582	294468.257755412	84184.403380867	0	294403.187269197	49523.2278124016	420947.436405413	0	24761.6139062008	0	294341.76709951	0	0	0	0	0	0	36142.8059352571	13367.8871267389	113627.040577281	0	0	0	12823.0169217551	433175.265903029	0	12820.1418457096	672460.668132076	447186.34430783	1120.76778022012	21653.9071375167	92.4968732402975	35774.9075446263	22768.8347435162	411174.24406352	149.994929578861	7.49974647894303	0.451963599836642	0	0	378889.956509679	0	307213.850449686
388353.727632329	1224756.87840614	300753.65719153	87600.0704407989	0	300684.60151129	50805.4181038195	431846.053882465	0	25402.7090519098	0	300622.491561765	0	0	0	0	0	0	37078.5960981877	13714.00129659	116569.011021015	0	0	0	13116.5035604279	443089.559358446	0	13113.5711758869	734175.261108329	488226.548637039	1223.62543518054	22149.5250131651	95.129705324217	39058.123890963	23367.1561144945	420583.867938451	154.264387012244	7.71321935061219	0.451963599836642	0	0	404751.282245914	0	315168.066834596
398306.307094034	1332807.80532479	307168.676638552	91137.6304554817	0	307105.541035045	52122.9490242422	443045.066706058	0	26061.4745121211	0	307041.323663906	0	0	0	0	0	0	38040.0907150304	14069.6225932304	119591.792042458	0	0	0	13417.0568855959	453242.573063578	0	13414.0432138591	799046.631148086	531366.009713475	1331.74438524681	22657.0383999885	96.6667136323898	42509.2807770781	23982.6261715943	430222.468211585	156.756832917389	7.83784164586944	0.451963599836642	0	0	430880.981017102	0	323340.771077758
408519.425957347	1446115.63925141	313719.345164687	94800.080792657	0	313649.084400988	53472.8096872269	454518.882341429	0	26736.4048436134	0	313583.68694856	0	0	0	0	0	0	39025.2669613621	14434.002848723	122689.024214145	0	0	0	13724.0199146459	463612.113441047	0	13720.9460100497	866940.197369651	576515.231250819	1444.90032894942	23175.4136823322	99.0837372757149	46121.2185000655	24613.9757278715	440065.066079782	160.676330717375	8.03381653586877	0.451963599836642	0	0	458281.953246419	0	331714.769171578
419003.34300879	1564832.59092283	320413.257229588	98590.0857792025	0	320343.882527824	54860.3791358661	466313.222654862	0	27430.1895679331	0	320276.923585591	0	0	0	0	0	0	40037.9156301343	14808.544137173	125872.62516597	0	0	0	14038.6342145985	474240.121956551	0	14035.4862048266	938161.33573308	623877.2882625	1563.60222622181	23706.6889404912	101.174321837296	49910.1830610003	25263.776653819	450153.64575626	164.066467844264	8.20332339221321	0.451963599836642	0	0	486005.820912066	0	340322.282856142
429770.319348083	1689103.89045744	327260.675687805	102509.643660281	0	327183.2444328	56283.8600595731	478412.810506371	0	28141.9300297866	0	327115.332943951	0	0	0	0	0	0	41076.8086952797	15192.7922571583	129138.734185845	0	0	0	14360.5859556518	485115.99710276	0	14357.3606801282	1012619.17131522	673391.748924615	1687.69861885869	24250.352191803	104.400859463964	53871.3399139697	25931.3588372167	460474.527159219	169.298691022644	8.46493455113221	0.451963599836642	0	0	515080.663322762	0	349152.873909878
440834.646974296	1819069.11518194	334274.560374969	106560.08659933	0	334203.752134783	57749.7514376515	490872.887220038	0	28874.8757188258	0	334133.557952419	0	0	0	0	0	0	42146.5828767618	15588.4621598982	132501.928359135	0	0	0	14691.431600844	496292.3178706	0	14688.121479914	1090654.23556383	725285.066649941	1817.75705927303	24809.0249217533	106.526471167072	58022.8053319957	26619.8864078942	471083.56413178	172.745628919576	8.63728144597882	0.451963599836642	0	0	545498.711138741	0	358245.954452475
452211.177777454	1954884.68774289	341468.431017666	110742.74675979	0	341396.494511193	59255.5615154198	503672.272881068	0	29627.7807577099	0	341324.488719591	0	0	0	0	0	0	43245.5106979487	15994.9149156797	135956.776783277	0	0	0	15030.7570253873	507755.094680542	0	15027.3567897954	1172115.94413059	779457.102846842	1953.526573551	25382.0115537535	109.46268763838	62356.5682277472	27328.4394707108	481962.374419591	177.507061035211	8.87535305176053	0.451963599836642	0	0	576280.524678872	0	367586.840932564
463913.839076103	2096721.22865694	348854.216689284	115059.622386821	0	348779.866069527	60804.3165620546	516836.690777464	0	30402.1582810273	0	348705.892227663	0	0	0	0	0	0	44375.8244621047	16412.9761709155	139510.297452781	0	0	0	15379.3345585545	519530.417643843	0	15375.8506401138	1257176.0401393	836022.066692628	2095.29340023217	25970.6363570989	112.607510489496	66881.7653354108	28058.5872865273	493137.746161934	182.60677376675	9.13033868833752	0.451963599836642	0	0	608487.336894662	0	377194.50792789
475960.907460467	2244722.21539908	356449.860939185	119511.046521284	0	356376.11393252	62399.4132112666	530395.012295766	0	31199.7066056333	0	356300.532223731	0	0	0	0	0	0	45539.8914637299	16843.5215002837	143169.932752411	0	0	0	15738.1264546096	531650.792741673	0	15734.5318743286	1345971.07676581	895070.766049271	2243.28512794303	26576.4681982074	115.258739907374	71605.6612839411	28812.2158967985	504641.385658082	186.90606471466	9.34530323573302	0.451963599836642	0	0	642179.271900597	0	387089.077441704
488366.767722938	2399060.91742478	364267.417273744	124099.350449197	0	364196.597777303	64042.2980695202	544359.533590922	0	32021.1490347601	0	364118.448707841	0	0	0	0	0	0	46738.841279379	17286.9686923731	146939.233885171	0	0	0	16107.5300346587	544129.641907181	0	16103.8308611309	1438597.65486976	956667.440488391	2397.66275811628	27200.2339928792	119.158027348128	76533.3952390716	29590.1043578342	516482.397142142	193.229233537505	9.66146167687523	0.451963599836642	0	0	677418.856375453	0	397280.150874722
501150.954680518	2559853.76614083	372326.087469101	128824.86721142	0	372247.178229617	65732.8548209227	558729.265977844	0	32866.4274104614	0	372166.4758134	0	0	0	0	0	0	47972.5961772927	17743.2889970809	150817.956475187	0	0	0	16487.7469503022	556973.777147716	0	16483.9389990096	1534967.58461289	1020753.44376757	2558.27930768814	27842.2570234273	123.388711560573	81660.2755014054	30392.4739609237	528669.400440902	200.08980253066	10.004490126533	0.451963599836642	0	0	714271.112192848	0	407767.067506987
514335.940952867	2727207.13109757	380649.010226633	133686.930726235	0	380575.493840614	67478.3214741657	573565.732530408	0	33739.1607370828	0	380487.78997973	0	0	0	0	0	0	49246.208256486	18214.3509989743	154821.983491281	0	0	0	16880.6030905783	570244.878953486	0	16876.6787179655	1635437.64773151	1087566.03574145	2725.72941288583	28505.6154718623	126.982010176274	87005.2828593165	31222.9243136562	541263.499343286	205.916773258822	10.2958386629411	0.451963599836642	0	0	752803.654879353	0	418592.77018013
527943.390082907	2901226.62324555	389257.849089265	138685.540993639	0	389201.98012907	69284.2024749874	588915.721037393	0	34642.1012374937	0	389120.686164741	0	0	0	0	0	0	50564.469613871	18701.9271174591	158966.380498403	0	0	0	17287.8704174946	584002.80610176	0	17283.7959120946	1740058.37120195	1157138.8168493	2900.09728533656	29193.2582469466	130.734241261655	92571.1053479436	32084.8443931954	554318.570904792	212.001472316198	10.6000736158099	0.451963599836642	0	0	791748.509125551	0	429797.991717903
541998.716305331	3081994.96591021	398179.350455135	143819.365850196	0	398101.390135065	71138.019281425	604673.163892113	0	35569.0096407125	0	398010.906228156	0	0	0	0	0	0	51917.086036315	19202.2099038425	163218.784182662	0	0	0	17706.5877712466	598147.527438127	0	17702.3946549202	1848249.20390435	1229085.72059639	3080.41533984058	29900.293973549	136.334176957059	98326.8576477115	32971.7560111695	567737.114748898	221.082449119555	11.0541224559777	0.451963599836642	0	0	832473.546734365	0	441295.231308678
556524.295264751	3269619.60562562	407435.556927989	149088.738336764	0	407366.007976659	73061.4915821661	621022.678448412	0	36530.745791083	0	407276.05825418	0	0	0	0	0	0	53320.9176827068	19721.4353073025	167632.200112071	0	0	0	18142.3217232041	612867.0877143	0	18137.9508316372	1960925.91655598	1304015.73450974	3268.20986092666	30635.971715442	140.064245472482	104321.258760778	33894.9943083221	581704.910578608	227.131208874295	11.3565604437147	0.451963599836642	0	0	874964.91831997	0	453227.800303008
571546.303575102	3464180.25322566	417053.644244343	154492.659330763	0	416963.153256468	75042.9185536812	637864.807706291	0	37521.4592768406	0	416867.028149147	0	0	0	0	0	0	54766.7938441738	20256.2114218177	172177.797085451	0	0	0	18592.4454265243	628072.749226312	0	18587.9391385142	2077409.87447943	1381477.56652882	3462.34979079904	31396.0260991886	145.800013332015	110518.205322306	34848.7798642938	596130.441794496	236.432454051916	11.8216227025958	0.451963599836642	0	0	918512.134437092	0	465517.747675478
587092.480758011	3665745.71849677	427062.684089258	160029.796668752	0	426975.821929236	77098.2105387748	655334.789579585	0	38549.1052693874	0	426875.053986083	0	0	0	0	0	0	56266.5994565009	20810.9340455552	176892.939387219	0	0	0	19061.0757439323	643903.584012859	0	19056.3825489106	2198397.79496962	1461934.5336548	3663.99632494936	32187.2521425495	150.742019597809	116954.762692384	35841.2942067504	611150.379844663	244.446518266718	12.2223259133359	0.451963599836642	0	0	964848.684614456	0	478266.095380259
603195.974861771	3874323.07645977	437499.154919639	165696.819942132	0	437417.553517087	79226.9317455865	673428.919837484	0	39613.4658727933	0	437314.302951398	0	0	0	0	0	0	57820.1304590825	21385.5277040442	181776.985484376	0	0	0	19548.5867712311	660372.229431439	0	19543.6964077724	2323615.29810963	1545204.17324292	3872.69216351607	33010.3513854138	157.128054214407	123616.333859433	36872.7267052668	626772.005906067	254.802250077418	12.7401125038709	0.451963599836642	0	0	1012579.07490078	0	491471.108902201
619885.468737917	4089972.40230895	448392.738709594	171492.730028324	0	448304.260940106	81429.4885803919	692150.652933332	0	40714.744290196	0	448197.165709887	0	0	0	0	0	0	59427.4376266266	21980.0111769715	186830.095004257	0	0	0	20055.3174917464	677490.136702389	0	20050.2369905882	2452932.53811732	1631200.13784802	4088.22089686219	33865.9255961897	163.567997690256	130496.011027842	37943.4456247613	643010.510658172	265.245401659875	13.2622700829938	0.451963599836642	0	0	1061461.93005275	0	505133.219826326
