3.5869e+06,3.8008e+06,9.9421e+05,1.6325e+06,6942.1,2.9304e+05,1.2606e+06,0,0,0,43013,6942.1,0,0,0,0,0,0,2.1392e+05,9.2023e+05,1.5327e+06,3.6317e+09,2.5399e+09,3.7424e+07,5.1374e+08,4.5757e+05,8.7912e+07,2.5212e+08,0,0,0,2.1506e+05,0,0,0,0,0,0,0,0,0,0,1.2106e+09,8.4662e+08,1.6039e+07,0,1.5252e+05,3.3699e+07,9.4544e+07,0,0,0,6.4519e+05,0,0,0,0,0,0,2192,1620,1290,1274,70.6,0,2.3445e+08,7.4539e+08,0,0,0,6750,4455,235.4,0,201.5,417.58,272.81,1979.4,1979.4,627.39,15,0,0,0,5998.4,5998.4,14531,9.559e+06,4.9942e+06,17260,335.86,1.7583e+05,7.5636e+05,0,0,0,215.06,4.4355e+06,0,0,0,0,0,0,28695,19004,5993.9,1.8121e+05,11.802,641.76,2760.7,0,0,0,4.3013,0,0,0,0,0,0
3.9053e+06,4.1276e+06,1.0147e+06,1.6914e+06,7045.1,3.0464e+05,1.3044e+06,0,0,0,44076,7045.1,0,0,0,0,0,0,2.2231e+05,9.5186e+05,1.6996e+06,3.9541e+09,2.7583e+09,3.9628e+07,5.3228e+08,4.6037e+05,9.0591e+07,2.5859e+08,0,0,0,2.2037e+05,0,0,0,0,0,0,0,0,0,0,1.318e+09,9.1943e+08,1.6984e+07,0,1.5346e+05,3.4727e+07,9.6972e+07,0,0,0,6.6113e+05,0,0,0,0,0,0,2192,1620,1290,1274,70.6,0,2.4364e+08,7.71e+08,0,0,0,6750,4455,235.4,0,201.5,417.58,272.81,1979.4,1979.4,627.39,15,0,0,0,5998.4,5998.4,14531,1.0408e+07,5.4237e+06,17616,340.84,1.8062e+05,7.7338e+05,0,0,0,220.37,4.9187e+06,0,0,0,0,0,0,31242,20638,6117.4,1.8774e+05,11.976,666.91,2855.6,0,0,0,4.4076,0,0,0,0,0,0
4.2403e+06,4.4709e+06,1.0355e+06,1.7497e+06,7150.7,3.1606e+05,1.3484e+06,0,0,0,45188,7150.7,0,0,0,0,0,0,2.3065e+05,9.8401e+05,1.8795e+06,4.2933e+09,2.9877e+09,4.1859e+07,5.5063e+08,4.6354e+05,9.3203e+07,2.6511e+08,0,0,0,2.2594e+05,0,0,0,0,0,0,0,0,0,0,1.4311e+09,9.959e+08,1.794e+07,0,1.5452e+05,3.5728e+07,9.9416e+07,0,0,0,6.7783e+05,0,0,0,0,0,0,2192,1620,1290,1274,70.6,0,2.5278e+08,7.9704e+08,0,0,0,6750,4455,235.4,0,201.5,417.58,272.81,1979.4,1979.4,627.39,15,0,0,0,5998.4,5998.4,14531,1.13e+07,5.8748e+06,17976,345.95,1.8516e+05,7.8994e+05,0,0,0,225.94,5.4394e+06,0,0,0,0,0,0,33922,22355,6242.8,1.9421e+05,12.156,691.93,2952,0,0,0,4.5188,0,0,0,0,0,0
4.592e+06,4.8312e+06,1.0566e+06,1.8099e+06,7258,3.2788e+05,1.3938e+06,0,0,0,46326,7258,0,0,0,0,0,0,2.3926e+05,1.0172e+06,2.0687e+06,4.6493e+09,3.2285e+09,4.4123e+07,5.6959e+08,4.6697e+05,9.5917e+07,2.7188e+08,0,0,0,2.3163e+05,0,0,0,0,0,0,0,0,0,0,1.5498e+09,1.0762e+09,1.891e+07,0,1.5566e+05,3.6768e+07,1.0196e+08,0,0,0,6.9489e+05,0,0,0,0,0,0,2192,1620,1290,1274,70.6,0,2.6224e+08,8.239e+08,0,0,0,6750,4455,235.4,0,201.5,417.58,272.81,1979.4,1979.4,627.39,15,0,0,0,5998.4,5998.4,14531,1.2238e+07,6.3482e+06,18343,351.14,1.8976e+05,8.0667e+05,0,0,0,231.63,5.9868e+06,0,0,0,0,0,0,36735,24156,6370.1,2.009e+05,12.339,717.79,3051.5,0,0,0,4.6326,0,0,0,0,0,0
4.9607e+06,5.2089e+06,1.0781e+06,1.8722e+06,7366.8,3.4011e+05,1.4408e+06,0,0,0,47492,7366.8,0,0,0,0,0,0,2.482e+05,1.0514e+06,2.2675e+06,5.0227e+09,3.4809e+09,4.6423e+07,5.8918e+08,4.7063e+05,9.8739e+07,2.7892e+08,0,0,0,2.3746e+05,0,0,0,0,0,0,0,0,0,0,1.6742e+09,1.1603e+09,1.9896e+07,0,1.5688e+05,3.7849e+07,1.046e+08,0,0,0,7.1237e+05,0,0,0,0,0,0,2192,1620,1290,1274,70.6,0,2.7202e+08,8.5164e+08,0,0,0,6750,4455,235.4,0,201.5,417.58,272.81,1979.4,1979.4,627.39,15,0,0,0,5998.4,5998.4,14531,1.3221e+07,6.8445e+06,18716,356.41,1.9443e+05,8.2363e+05,0,0,0,237.45,6.5623e+06,0,0,0,0,0,0,39686,26045,6499.5,2.0781e+05,12.524,744.58,3154.2,0,0,0,4.7492,0,0,0,0,0,0
5.3473e+06,5.6047e+06,1.1e+06,1.9365e+06,7477.5,3.5278e+05,1.4892e+06,0,0,0,48687,7477.5,0,0,0,0,0,0,2.5744e+05,1.0868e+06,2.4763e+06,5.4142e+09,3.7454e+09,4.8765e+07,6.0942e+08,4.7449e+05,1.0167e+08,2.8623e+08,0,0,0,2.4344e+05,0,0,0,0,0,0,0,0,0,0,1.8047e+09,1.2485e+09,2.0899e+07,0,1.5817e+05,3.8972e+07,1.0734e+08,0,0,0,7.303e+05,0,0,0,0,0,0,2192,1620,1290,1274,70.6,0,2.8215e+08,8.803e+08,0,0,0,6750,4455,235.4,0,201.5,417.58,272.81,1979.4,1979.4,627.39,15,0,0,0,5998.4,5998.4,14531,1.4251e+07,7.3647e+06,19095,361.76,1.9918e+05,8.408e+05,0,0,0,243.44,7.1664e+06,0,0,0,0,0,0,42779,28024,6631.4,2.1495e+05,12.712,772.31,3260.4,0,0,0,4.8687,0,0,0,0,0,0
5.752e+06,6.0191e+06,1.1222e+06,2.0029e+06,7589.6,3.6589e+05,1.5393e+06,0,0,0,49911,7589.6,0,0,0,0,0,0,2.67e+05,1.1233e+06,2.6951e+06,5.824e+09,4.0223e+09,5.1152e+07,6.3032e+08,4.7857e+05,1.047e+08,2.9379e+08,0,0,0,2.4956e+05,0,0,0,0,0,0,0,0,0,0,1.9413e+09,1.3408e+09,2.1922e+07,0,1.5952e+05,4.0134e+07,1.1017e+08,0,0,0,7.4868e+05,0,0,0,0,0,0,2192,1620,1290,1274,70.6,0,2.9263e+08,9.0986e+08,0,0,0,6750,4455,235.4,0,201.5,417.58,272.81,1979.4,1979.4,627.39,15,0,0,0,5998.4,5998.4,14531,1.5329e+07,7.9091e+06,19482,367.18,2.0398e+05,8.5813e+05,0,0,0,249.56,7.7996e+06,0,0,0,0,0,0,46017,30095,6765.6,2.2232e+05,12.902,800.99,3369.8,0,0,0,4.9911,0,0,0,0,0,0
6.1755e+06,6.4524e+06,1.1449e+06,2.0715e+06,7703.5,3.7944e+05,1.5909e+06,0,0,0,51168,7703.5,0,0,0,0,0,0,2.7689e+05,1.161e+06,2.9245e+06,6.2528e+09,4.3118e+09,5.359e+07,6.5191e+08,4.8281e+05,1.0784e+08,3.0162e+08,0,0,0,2.5584e+05,0,0,0,0,0,0,0,0,0,0,2.0842e+09,1.4373e+09,2.2967e+07,0,1.6094e+05,4.1338e+07,1.1311e+08,0,0,0,7.6754e+05,0,0,0,0,0,0,2192,1620,1290,1274,70.6,0,3.0348e+08,9.4041e+08,0,0,0,6750,4455,235.4,0,201.5,417.58,272.81,1979.4,1979.4,627.39,15,0,0,0,5998.4,5998.4,14531,1.6458e+07,8.4784e+06,19876,372.7,2.0885e+05,8.7567e+05,0,0,0,255.84,8.4636e+06,0,0,0,0,0,0,49405,32262,6902.4,2.2994e+05,13.096,830.68,3483,0,0,0,5.1168,0,0,0,0,0,0
6.6182e+06,6.9053e+06,1.1681e+06,2.1423e+06,7819,3.9344e+05,1.6442e+06,0,0,0,52457,7819,0,0,0,0,0,0,2.8711e+05,1.1999e+06,3.1646e+06,6.7009e+09,4.6145e+09,5.6082e+07,6.7419e+08,4.8721e+05,1.1108e+08,3.0971e+08,0,0,0,2.6229e+05,0,0,0,0,0,0,0,0,0,0,2.2337e+09,1.5382e+09,2.4035e+07,0,1.6241e+05,4.258e+07,1.1614e+08,0,0,0,7.8686e+05,0,0,0,0,0,0,2192,1620,1290,1274,70.6,0,3.1466e+08,9.719e+08,0,0,0,6750,4455,235.4,0,201.5,417.58,272.81,1979.4,1979.4,627.39,15,0,0,0,5998.4,5998.4,14531,1.7638e+07,9.0736e+06,20277,378.28,2.1377e+05,8.9335e+05,0,0,0,262.29,9.1585e+06,0,0,0,0,0,0,52946,34527,7042,2.378e+05,13.292,861.32,3599.6,0,0,0,5.2457,0,0,0,0,0,0
7.0807e+06,7.3784e+06,1.1917e+06,2.2154e+06,7936.3,4.0791e+05,1.6992e+06,0,0,0,53781,7936.3,0,0,0,0,0,0,2.9768e+05,1.24e+06,3.4159e+06,7.1693e+09,4.9306e+09,5.8632e+07,6.972e+08,4.9179e+05,1.1443e+08,3.1808e+08,0,0,0,2.6891e+05,0,0,0,0,0,0,0,0,0,0,2.3898e+09,1.6436e+09,2.5128e+07,0,1.6393e+05,4.3865e+07,1.1928e+08,0,0,0,8.0672e+05,0,0,0,0,0,0,2192,1620,1290,1274,70.6,0,3.2625e+08,1.0044e+09,0,0,0,6750,4455,235.4,0,201.5,417.58,272.81,1979.4,1979.4,627.39,15,0,0,0,5998.4,5998.4,14531,1.887e+07,9.6953e+06,20688,383.96,2.1875e+05,9.1119e+05,0,0,0,268.91,9.8855e+06,0,0,0,0,0,0,56646,36892,7184.5,2.4591e+05,13.492,893.02,3720,0,0,0,5.3781,0,0,0,0,0,0
